,Initial Solution,Moves,OFIS,OFFS,OF_Diff,Improvement,Label
25750,D0 C20 D0 D0 C48 C69 D0 D0 C8 C10 C5 C2 C22 D0 D0 C67 C66 D0 D0 C63 C62 D0 D0 C24 D0 D0 C75 C7 C74 D0 D0 C43 C42 C45 C68 D0 D0 C46 C27 D0 D0 C47 C51 C40 C55 D0 D0 C41 C50 C6 D0 D0 C9 C25 D0 D0 C59 C29 D0 D0 C21 C90 C86 C87 D0 D0 C52 C31 D0 D0 C89 C4 C3 C1 C72 S15 D0 D0 C64 D0 D0 C61 D0 D0 C11 C91 C82 C77 D0 D0 C96 C32 S11 D0 D0 C65 D0 D0 C88 C84 C78 D0 D0 C23 C34 C33 D0 D0 C13 C17 C36 C37 S12 D0 D0 C98 C99 C49 S16 D0 D0 C44 C57 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C15 C16 C38 S12 D0 D0 C30 C95 C100 S1 C81 D0 D0 C12 C35 S11 D0 D0 C19 S7 C60 S14 D0 D0 C14 C97 S3 C93 C79 S19 D0 D0 C94 C73 S20 D0 D0 C92 S4 D0 D0 C56 C53 D0 D0 C58 D0 D0 C80 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",98546.59802,85038.794,13507.80403,Lot,4
25845,D0 C67 C66 D0 D0 C63 C62 D0 D0 C42 C45 C68 D0 D0 C46 C27 D0 D0 C41 C50 C6 D0 D0 C93 C5 C9 C25 C47 D0 D0 C24 C30 D0 D0 C52 C31 D0 D0 C74 C72 D0 D0 C81 C87 D0 D0 C69 C61 D0 D0 C22 C75 C91 D0 D0 C51 C32 D0 D0 C64 C65 D0 D0 C88 C84 C78 C48 D0 D0 C23 C34 C33 D0 D0 C10 C11 S5 S5 C13 C36 C35 D0 D0 C99 C98 S16 C55 D0 D0 C44 C49 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 C37 D0 D0 C12 C14 C15 C16 C19 C17 S12 C38 D0 D0 S14 C59 C90 C86 C82 S1 D0 D0 C60 C43 S14 C29 D0 D0 C20 C1 S3 C7 C4 S19 D0 D0 C89 C3 C79 C73 C70 C76 S20 C77 D0 D0 C95 C94 C92 S4 C97 C100 C2 C8 C21 D0 D0 C57 C56 C53 D0 D0 C40 C58 D0 D0 C80 C96 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",37284.21525,37279.15651,5.05874485,Little,2
25905,D0 C48 D0 D0 C8 C22 D0 D0 C75 D0 D0 C63 C62 D0 D0 C24 D0 D0 C7 C91 C74 D0 D0 C90 C43 C42 D0 D0 C21 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C50 D0 D0 C25 C30 D0 D0 C2 D0 D0 C93 C87 C5 D0 D0 C52 C31 D0 D0 C89 C72 S15 D0 D0 C61 C64 D0 D0 C82 D0 D0 C66 C32 S11 D0 D0 C20 C65 D0 D0 C88 C78 C67 D0 D0 C23 C34 C33 D0 D0 C18 C13 C17 C36 C37 S12 D0 D0 C98 C99 C49 S16 D0 D0 C41 C44 C68 D0 D0 C85 C54 S16 D0 D0 C26 C28 D0 D0 C14 C39 S12 D0 D0 C9 C15 C16 C19 C38 S12 D0 D0 C95 C97 C100 C81 S20 C86 D0 D0 C10 C11 C12 C35 S11 D0 D0 S7 S14 D0 D0 C6 C59 C57 D0 D0 C4 C3 C94 C84 C83 C77 C79 S20 C73 S20 D0 D0 C92 S4 C1 C29 D0 D0 C56 C53 C69 D0 D0 C45 C58 C60 D0 D0 C80 C96 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",58150.56416,56177.35943,1973.204735,Lot,4
25940,D0 C22 D0 D0 C62 C63 D0 D0 C91 C74 D0 D0 C90 C42 C27 D0 D0 C21 D0 D0 C47 C51 C46 C40 C55 D0 D0 C25 C30 D0 D0 C20 C2 C75 D0 D0 C93 C87 D0 D0 C52 C31 D0 D0 C89 C72 D0 D0 C61 C64 D0 D0 C32 S11 C59 D0 D0 C65 C48 D0 D0 C88 C82 C78 C67 D0 D0 C23 C34 C33 D0 D0 C17 C36 C37 S12 D0 D0 C98 C99 C7 C49 S16 D0 D0 C41 C44 C68 D0 D0 C85 C54 S16 D0 D0 C24 C26 D0 D0 C14 C12 C16 C18 C28 C39 S12 D0 D0 C8 C9 C15 C19 C38 S12 D0 D0 C4 C3 C86 C81 S20 D0 D0 C10 C13 C35 S11 D0 D0 S7 S14 D0 D0 C6 C50 C57 C66 D0 D0 C84 C83 C79 C73 C71 S20 S20 D0 D0 C5 C1 C95 C94 C92 S4 C97 C100 C11 C29 D0 D0 C56 C53 C69 D0 D0 C45 C58 C60 C43 D0 D0 C80 C96 D0 D0 C76 C77 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",41914.4723,41908.76983,5.702467478,Little,2
25985,D0 C20 D0 D0 C48 C69 D0 D0 C22 D0 D0 C62 C63 D0 D0 C24 D0 D0 C75 C7 C74 D0 D0 C1 C42 C68 D0 D0 C5 D0 D0 C47 C46 C55 D0 D0 C41 C50 D0 D0 C8 C9 C30 D0 D0 C93 C2 C29 D0 D0 C66 C90 C86 C87 D0 D0 C23 C31 D0 D0 C89 C4 C72 D0 D0 C84 D0 D0 C91 C3 C82 C77 D0 D0 C32 S11 C52 D0 D0 C45 C65 D0 D0 C88 C78 C67 D0 D0 C34 C33 D0 D0 C70 S15 C36 C37 S12 D0 D0 C64 S16 C96 D0 D0 C27 C44 C57 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C15 C16 C38 S12 D0 D0 C95 C97 C100 C81 S20 D0 D0 C10 C12 C35 S11 D0 D0 C17 C19 S7 C49 C60 S14 C43 D0 D0 C14 C13 C25 C11 C99 S3 S19 C79 C76 D0 D0 C6 C51 C59 D0 D0 C21 C98 C94 C92 C73 C71 S20 D0 D0 C56 C53 C61 D0 D0 C40 C58 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",51778.91659,48545.10133,3233.815258,Lot,4
25990,D0 C20 D0 D0 C48 C69 D0 D0 C22 D0 D0 C62 C63 D0 D0 C24 D0 D0 C75 C7 C74 D0 D0 C42 D0 D0 C5 C68 D0 D0 C47 C46 C55 D0 D0 C41 C50 D0 D0 C8 C9 C30 D0 D0 C93 C2 C29 D0 D0 C66 C90 C86 C87 D0 D0 C23 C31 D0 D0 C89 C72 D0 D0 C84 D0 D0 C91 C4 C82 C77 D0 D0 C32 S11 C52 D0 D0 C45 C65 D0 D0 C88 C78 C67 D0 D0 C34 C33 D0 D0 C70 S15 S12 C37 D0 D0 C64 S16 C96 D0 D0 C27 C44 C57 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C15 C16 C36 C38 S12 D0 D0 C95 C97 C100 C81 S20 D0 D0 C10 C12 C14 C35 S11 D0 D0 C17 C19 S15 C49 C60 S14 C43 D0 D0 C13 C25 C11 C1 C99 S3 C3 S19 C79 C76 D0 D0 C6 C51 C59 D0 D0 C21 C98 C94 C92 C73 C71 S20 D0 D0 C56 C53 C61 D0 D0 C40 C58 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",48539.05807,47050.31832,1488.739745,Lot,4
26015,D0 C20 D0 D0 C48 C69 D0 D0 C22 D0 D0 C62 C63 D0 D0 C7 C74 D0 D0 C42 D0 D0 C5 C68 D0 D0 C47 C46 C55 D0 D0 C41 C50 C37 D0 D0 C8 C9 C30 D0 D0 C93 C75 C2 C29 D0 D0 C66 C90 C87 D0 D0 C23 C31 D0 D0 C89 C72 D0 D0 C21 C84 D0 D0 C91 C4 C82 C77 D0 D0 C32 C52 D0 D0 C45 C65 D0 D0 C88 C86 C67 D0 D0 C34 C33 D0 D0 S15 S12 D0 D0 C64 C49 S16 C96 D0 D0 C24 C27 D0 D0 C83 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C13 C15 C12 C14 C16 C36 C38 S12 D0 D0 C95 C97 C100 C81 S20 D0 D0 C11 C10 C35 S11 D0 D0 C17 C19 C25 S15 C60 S14 C43 D0 D0 C1 S3 C99 C92 C94 C98 C3 S19 C79 C76 C78 D0 D0 C6 C51 C44 C59 C57 D0 D0 C73 C70 C85 C71 S20 D0 D0 C56 C53 C61 D0 D0 C40 C58 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",44320.10531,44317.57549,2.529822128,Little,2
26020,D0 C20 D0 D0 C48 C69 D0 D0 C22 D0 D0 C62 C63 D0 D0 C7 C74 D0 D0 C42 D0 D0 C5 C68 D0 D0 C47 C46 C55 D0 D0 C41 C50 C37 D0 D0 C8 C9 C30 D0 D0 C93 C29 D0 D0 C66 C90 C87 D0 D0 C23 C31 D0 D0 C89 C72 D0 D0 C21 C84 D0 D0 C91 C4 C82 C77 D0 D0 C32 C52 D0 D0 C45 C65 D0 D0 C88 C86 C67 D0 D0 C34 C33 D0 D0 C64 C49 S16 D0 D0 C24 C27 D0 D0 C83 C96 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C13 C15 C12 C14 C16 C36 C38 S12 D0 D0 C95 C97 C100 C81 S20 D0 D0 C11 C10 C35 S11 D0 D0 C17 C19 C25 S15 C60 S14 C43 D0 D0 C75 C2 C1 S3 C99 C92 C94 C98 C3 S19 C79 C76 C78 D0 D0 C6 C51 C44 C59 C57 D0 D0 C73 C70 C85 C71 S20 D0 D0 C56 C53 C61 D0 D0 C40 C58 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",44309.75983,42686.71477,1623.045067,Lot,4
26075,D0 C8 C5 C2 C22 D0 D0 C67 C66 D0 D0 C94 C63 D0 D0 C24 D0 D0 C75 C7 C74 D0 D0 C42 D0 D0 C20 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C41 C50 C6 D0 D0 C11 C25 C30 D0 D0 C29 C62 D0 D0 C4 C90 C86 C87 D0 D0 C52 C31 D0 D0 C89 C72 D0 D0 C61 C64 D0 D0 C91 C82 C77 C93 D0 D0 C96 C48 C32 S11 D0 D0 C45 C65 D0 D0 C3 C88 D0 D0 C34 C33 D0 D0 C68 C13 C17 C36 S12 C37 S12 D0 D0 C98 C84 C79 C43 C99 S16 D0 D0 C44 C49 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C15 C16 C38 S12 D0 D0 C95 C1 C100 C81 S20 D0 D0 C12 C35 S11 D0 D0 C73 C78 C10 C9 C19 S7 C21 S16 D0 D0 C14 C23 C97 S3 S19 D0 D0 C59 C92 S4 D0 D0 C57 C56 C53 D0 D0 C69 C58 D0 D0 C60 D0 D0 C80 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",52480.44749,52161.31821,319.1292791,Lot,4
26170,D0 C5 C69 D0 D0 C8 C10 C2 C22 D0 D0 C67 C66 D0 D0 C17 C63 D0 D0 C24 D0 D0 C75 C7 C74 D0 D0 C43 C42 C45 D0 D0 C49 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C41 C50 C6 D0 D0 C11 C25 C30 D0 D0 C9 C29 D0 D0 C68 C90 C86 C87 D0 D0 C52 C31 D0 D0 C89 C4 C3 C1 C72 S15 D0 D0 C56 C64 D0 D0 C91 C82 C77 C62 D0 D0 C96 C32 S11 D0 D0 C61 C65 D0 D0 C88 C84 C78 D0 D0 C23 C34 C33 D0 D0 C13 C36 C37 S12 C20 D0 D0 C98 C99 D0 D0 C21 C44 C57 D0 D0 C83 C85 D0 D0 C26 C28 D0 D0 C18 C39 S12 D0 D0 C15 C16 C38 S12 D0 D0 C95 C100 C81 S20 C93 D0 D0 C12 C35 S11 D0 D0 C19 S7 C48 C59 S16 D0 D0 C14 C97 S3 C79 S19 D0 D0 C94 C54 C73 S20 D0 D0 C92 S4 D0 D0 C53 D0 D0 C58 D0 D0 C60 D0 D0 C80 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",70163.62498,69882.29181,281.3331722,Lot,4
26240,D0 C2 C22 D0 D0 C67 C66 D0 D0 C82 C63 D0 D0 C24 D0 D0 C75 C74 D0 D0 C90 C43 C42 C45 D0 D0 C27 C49 D0 D0 C47 C51 C46 C40 C55 D0 D0 C41 C50 C6 D0 D0 C10 C11 C25 C30 D0 D0 C8 C9 C29 D0 D0 C86 C87 C5 D0 D0 C52 C31 D0 D0 C89 C4 C3 C72 S15 D0 D0 C48 C64 D0 D0 C7 C62 D0 D0 C96 C32 S11 D0 D0 C61 C65 D0 D0 C93 C88 C78 D0 D0 C23 C34 C33 D0 D0 C13 C36 C37 S12 C20 D0 D0 C98 C95 D0 D0 C21 C44 C57 D0 D0 C85 D0 D0 C26 D0 D0 C18 C39 S12 D0 D0 C16 C38 S12 D0 D0 C100 C81 S1 C83 D0 D0 C12 C14 C15 C17 C35 S11 D0 D0 C19 S7 C56 C59 S16 D0 D0 C99 S3 C28 C79 S19 D0 D0 C94 C91 C54 C73 S20 D0 D0 C77 C84 C92 S4 C97 C1 D0 D0 C69 C53 D0 D0 C58 C68 D0 D0 C60 D0 D0 C80 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",65613.55954,60432.19648,5181.36306,Lot,4
26305,D0 C48 C69 D0 D0 C22 C8 C10 C5 C2 D0 D0 C66 C67 D0 D0 C75 C63 D0 D0 C24 D0 D0 C7 D0 D0 C43 C42 C45 C68 D0 D0 C20 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C41 D0 D0 C11 C30 D0 D0 C50 C29 D0 D0 C90 C86 C87 C74 D0 D0 C52 C31 D0 D0 C89 C4 C3 C1 C72 S15 D0 D0 C62 C64 D0 D0 C91 C82 C77 C93 D0 D0 C96 C32 S11 D0 D0 C61 C65 D0 D0 C88 C84 C78 D0 D0 C23 C33 D0 D0 C49 C17 S12 C37 D0 D0 C13 C25 C98 C99 S16 D0 D0 C6 C44 C57 D0 D0 C83 C85 C54 S16 D0 D0 C28 D0 D0 C18 C39 S12 D0 D0 C9 C15 C38 S12 D0 D0 C21 C97 C100 C95 C81 S20 D0 D0 C12 C35 S11 D0 D0 C19 S7 C59 C16 C14 S16 D0 D0 S3 C79 C36 S19 D0 D0 C94 C26 C73 S20 D0 D0 C34 C92 S4 D0 D0 C56 C53 D0 D0 C58 D0 D0 C60 D0 D0 C80 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",66402.80364,64559.11463,1843.68901,Lot,4
26355,D0 C93 C21 D0 D0 C20 D0 D0 C48 C69 D0 D0 C8 C10 C5 C22 D0 D0 C67 C66 D0 D0 C63 C62 D0 D0 C75 C74 D0 D0 C42 C45 C68 D0 D0 C39 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C41 C50 C6 D0 D0 C11 C9 C25 C30 D0 D0 C57 C29 D0 D0 C24 C90 C86 C87 D0 D0 C52 C31 D0 D0 C89 C4 C1 C72 S15 D0 D0 C99 C64 D0 D0 C2 C61 D0 D0 C82 C77 C7 D0 D0 C96 C32 S11 D0 D0 C65 D0 D0 C88 C78 D0 D0 C23 C34 C33 D0 D0 C13 C43 S9 C17 C36 C37 S12 D0 D0 C98 C3 C49 S16 D0 D0 C44 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C18 S12 D0 D0 C15 C16 C38 S12 D0 D0 C95 C100 C81 S20 C84 D0 D0 C12 S11 D0 D0 C19 S7 C35 C59 S16 D0 D0 C14 C97 S1 C79 C91 D0 D0 C94 C73 S20 D0 D0 C92 S4 D0 D0 C56 C53 D0 D0 C58 D0 D0 C60 D0 D0 C80 D0 D0 C76 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",77626.16482,73629.18128,3996.983537,Lot,4
26365,D0 C93 C21 D0 D0 C20 D0 D0 C48 C69 D0 D0 C8 C10 C5 C22 D0 D0 C67 C66 D0 D0 C18 C63 D0 D0 C75 C74 D0 D0 C42 C45 C68 D0 D0 C39 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C41 C50 C6 D0 D0 C11 C9 C25 C30 D0 D0 C57 C29 D0 D0 C24 C90 C86 C87 D0 D0 C52 C31 D0 D0 C89 C4 C1 C72 S15 D0 D0 C99 C64 D0 D0 C2 D0 D0 C82 C77 C7 D0 D0 C96 C32 S11 D0 D0 C62 C65 D0 D0 C88 C78 D0 D0 C23 C34 C33 D0 D0 C13 C43 S9 C17 C36 C37 S12 D0 D0 C98 S16 D0 D0 C44 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C15 C16 C38 S12 D0 D0 C95 C100 C81 S20 C84 D0 D0 C12 S11 D0 D0 C19 S7 C35 C59 S16 D0 D0 C14 C97 S1 C79 C91 D0 D0 C94 C3 C49 C73 C71 S20 D0 D0 C92 S4 D0 D0 C56 C53 C61 D0 D0 C58 D0 D0 C60 D0 D0 C80 D0 D0 C76 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",71283.13126,65932.04651,5351.084756,Lot,4
26375,D0 C93 C21 D0 D0 C20 D0 D0 C48 C69 D0 D0 C8 C10 C5 C22 D0 D0 C67 C66 D0 D0 C18 C63 D0 D0 C75 C74 D0 D0 C45 C41 C68 D0 D0 C39 C27 D0 D0 C47 C51 C46 C40 C55 D0 D0 C42 C50 C6 D0 D0 C9 C25 C30 D0 D0 C57 C29 D0 D0 C24 C90 C86 C87 D0 D0 C52 C31 D0 D0 C1 C72 S15 D0 D0 C99 C89 D0 D0 C2 D0 D0 C77 C82 C4 C7 D0 D0 C36 C32 S11 D0 D0 C62 C65 D0 D0 C88 C78 D0 D0 C23 C33 D0 D0 C13 C43 S9 C17 C37 S12 D0 D0 C98 S16 D0 D0 C44 D0 D0 C83 C85 C54 S16 D0 D0 C26 C28 D0 D0 C15 C16 C19 C38 S12 D0 D0 C95 C100 C3 C81 S20 C84 D0 D0 C12 S11 D0 D0 S7 C35 C59 S16 D0 D0 C14 C97 S1 C79 C91 D0 D0 C49 C73 C71 S20 D0 D0 C34 C11 C92 S4 C94 D0 D0 C56 C53 C61 D0 D0 C64 C58 D0 D0 C60 D0 D0 C80 C96 D0 D0 C76 D0 D0 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",62173.1995,61464.85748,708.3420166,Lot,4
26405,D0 C93 C21 D0 D0 C20 D0 D0 C48 D0 D0 C8 C22 D0 D0 C67 C66 D0 D0 C18 C63 D0 D0 C75 C74 D0 D0 C45 C41 C68 D0 D0 C27 C39 D0 D0 C47 C46 C40 C69 D0 D0 C42 C50 C6 D0 D0 C25 C30 D0 D0 C57 C51 C29 D0 D0 C24 C86 D0 D0 C52 C31 D0 D0 C5 C1 C72 S15 D0 D0 C99 C89 C90 C87 D0 D0 C2 D0 D0 C77 C82 C4 C7 D0 D0 C36 C32 S11 D0 D0 C62 C65 D0 D0 C88 C78 D0 D0 C23 C33 D0 D0 C13 C43 S9 C37 D0 D0 C44 D0 D0 C85 C54 S16 D0 D0 C26 C28 D0 D0 C9 C15 C16 C19 C38 S12 D0 D0 C95 C100 C3 C81 S20 C83 C84 D0 D0 C12 S7 C59 S11 D0 D0 C10 S7 C17 C35 S16 D0 D0 C14 C97 S1 C79 C91 D0 D0 C49 C73 C71 S20 D0 D0 C34 C11 C92 S4 C94 C98 D0 D0 C56 C53 C61 D0 D0 C64 C58 D0 D0 C60 C55 D0 D0 C80 C96 D0 D0 C76 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",55587.28601,55581.80484,5.481170953,Little,2
26430,D0 C21 D0 D0 C20 D0 D0 C8 C22 D0 D0 C67 C66 D0 D0 C18 C63 D0 D0 C75 C74 D0 D0 C45 C41 C68 D0 D0 C27 C39 D0 D0 C47 C46 C40 C69 D0 D0 C48 C42 C50 C6 D0 D0 C25 C30 D0 D0 C57 C51 C29 D0 D0 C24 C86 D0 D0 C52 C31 D0 D0 C5 C1 C72 S15 D0 D0 C99 C89 C90 C87 D0 D0 C2 D0 D0 C93 C82 C4 C7 D0 D0 C36 C32 D0 D0 C62 C65 D0 D0 C88 C78 D0 D0 C23 C33 D0 D0 C13 S9 C37 C43 D0 D0 C44 D0 D0 C85 C54 S16 D0 D0 C26 C28 D0 D0 C9 C15 C16 C19 C38 S12 D0 D0 C95 C100 C3 C81 S20 C83 C84 D0 D0 C12 S7 C59 S11 D0 D0 C10 S7 C17 C35 S16 D0 D0 C14 C97 S1 C79 C91 D0 D0 C49 C73 C71 S20 D0 D0 C34 C11 C92 S4 C94 C98 D0 D0 C56 C53 C61 D0 D0 C64 C58 D0 D0 C60 C55 D0 D0 C80 C96 D0 D0 C76 C77 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",53343.0407,51938.9984,1404.042299,Lot,4
26520,D0 C21 D0 D0 C8 C2 C22 D0 D0 C66 C64 D0 D0 C1 C63 D0 D0 C24 D0 D0 C75 C7 C74 D0 D0 C43 C42 C45 C68 D0 D0 C33 C27 D0 D0 C47 C51 C46 D0 D0 C41 C50 C52 C6 D0 D0 C10 C11 C9 C25 C30 D0 D0 C49 C29 D0 D0 C86 C62 D0 D0 C20 C31 D0 D0 C89 C72 S15 D0 D0 C91 C82 C67 D0 D0 C96 C48 C32 S11 D0 D0 C56 C65 D0 D0 C5 C88 C90 C69 D0 D0 C13 C26 C17 C36 C37 S12 D0 D0 C98 C4 C99 D0 D0 C44 C55 C57 D0 D0 C83 C85 C54 S16 D0 D0 C28 D0 D0 C18 C39 S12 D0 D0 C15 C38 S12 D0 D0 C34 C95 C100 S3 C84 S1 D0 D0 C12 C16 C35 S11 D0 D0 C23 C19 S7 C59 S16 D0 D0 C14 C97 S3 C3 C78 C79 S19 C61 D0 D0 C94 C81 C73 S20 D0 D0 C92 C87 S4 C93 D0 D0 C40 C53 D0 D0 C58 D0 D0 C60 D0 D0 C80 D0 D0 C76 C77 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",56180.92666,56164.39089,16.53576663,Medium,3
26639,D0 C65 C69 D0 D0 C43 C47 D0 D0 C52 C33 D0 D0 C40 C61 D0 D0 C25 C3 D0 D0 C6 C87 D0 D0 C99 D0 D0 C24 C77 D0 D0 C85 D0 D0 C79 D0 D0 C73 S0 C23 C16 C9 C4 C84 S20 C86 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",21179.42163,21013.45566,165.9659745,Lot,4
26688,D0 C52 C69 D0 D0 C47 C6 D0 D0 C24 C33 D0 D0 C25 C3 D0 D0 C87 C65 C40 D0 D0 C43 D0 D0 C61 C77 C86 D0 D0 C16 D0 D0 C23 C9 C99 C4 C84 S1 C85 C73 C79 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",14917.1361,14916.93601,0.200095637,Zero,1
26737,D0 C52 C33 C25 C9 D0 D0 C69 C61 D0 D0 C3 D0 D0 C87 C65 D0 D0 C99 D0 D0 C24 C23 D0 D0 C84 D0 D0 C40 C77 C79 S19 D0 D0 C16 D0 D0 C6 C47 C43 C73 S20 C85 C86 C4 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",16718.91341,16407.40588,311.5075271,Lot,4
26791,D0 C47 C6 D0 D0 C52 C33 D0 D0 C69 C61 D0 D0 C25 C3 D0 D0 C87 C65 D0 D0 C43 C4 C99 D0 D0 C24 C86 C77 D0 D0 C84 C85 D0 D0 C40 S19 D0 D0 C16 D0 D0 C73 C79 S0 C23 C9 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",22218.3642,22180.79198,37.57221966,Medium,3
26796,D0 C47 C6 D0 D0 C52 C33 D0 D0 C69 C61 D0 D0 C25 C3 D0 D0 C87 C65 D0 D0 C43 C4 C99 D0 D0 C24 C86 C77 D0 D0 C84 C85 D0 D0 C40 D0 D0 C16 D0 D0 C23 C9 C73 C79 S0 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",22180.79198,21857.83098,322.9610009,Lot,4
26850,D0 C24 D0 D0 C40 D0 D0 C47 C6 D0 D0 C52 D0 D0 C33 C61 D0 D0 C16 C9 C25 D0 D0 C87 C65 D0 D0 C43 C4 C99 D0 D0 C86 C77 C69 D0 D0 C23 D0 D0 C85 D0 D0 C79 C73 C84 C3 S7 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",23647.38569,23604.30887,43.07682515,Medium,3
26904,D0 C43 C47 C52 C6 D0 D0 C69 C61 D0 D0 C9 C25 C33 D0 D0 C79 C87 D0 D0 C4 C3 C99 D0 D0 C24 C86 C77 D0 D0 C23 D0 D0 C85 D0 D0 C40 S19 D0 D0 C16 D0 D0 C65 C73 S1 C84 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",21734.40207,21733.2908,1.111263686,Zero,1
26909,D0 C43 C47 C52 C6 D0 D0 C69 C61 D0 D0 C9 C25 C33 D0 D0 C79 C87 D0 D0 C4 C3 C99 D0 D0 C24 C86 C77 D0 D0 C23 D0 D0 C85 D0 D0 C16 D0 D0 C40 C65 C73 S1 C84 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",21733.2908,18928.36336,2804.927442,Lot,4
27121,D0 C5 C96 D0 D0 C66 D0 D0 C9 C25 C29 D0 D0 C62 C64 C6 D0 D0 C17 C28 C36 D0 D0 C89 C82 C86 C77 C87 D0 D0 C48 C50 C45 C65 D0 D0 C11 D0 D0 C40 C56 C37 S12 D0 D0 C34 C32 D0 D0 C57 C54 C55 D0 D0 C33 C27 D0 D0 C93 C69 D0 D0 C24 D0 D0 C10 C13 C15 C39 S12 D0 D0 C81 S20 C49 D0 D0 C100 C95 C78 S19 C61 D0 D0 C18 C80 S20 C92 C75 C76 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",23185.76771,22721.7933,463.9744065,Lot,4
